First Name,Last Name,Mailing Address,Mailing City,Mailing State,Mailing Zip,Property Address,Property City,Property State,Property Zip,Lead Type,Document Type,Date Filed,Document Number,Amount/Debt Owed,Seller Score,Motivated Seller Flags,Source,Public Records URL
URBAN,EDGE BUILDERS LLC,4202 F ST,HOUSTON,TX,77072-5366,4202 F ST,HOUSTON,TX,77072,Lis Pendens,L/P,2026-05-29,RP-2026-210248,,90,Lis pendens; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVWGrWvi+sjFtoLlOKI+AQRcztiL9aGrJ7/3O5N1M3C1XEyOryTHzFVgHPe0gJ2W0/AT1mUO+qwhclgwiwBU/6sQxbuAKIa5d3tGSIxvsCFe7luctlXQwfy7dMcEYHZUOkg==
MORTGAGE,ELECTRONIC REGISTRATION SYSTEMS INC,9858 BRIARWILD LN,HOUSTON,TX,77080-7602,9858 BRIARWILD LN,HOUSTON,TX,77080,Release,REL,2026-05-29,RP-2026-212190,,80,LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
MORTGAGE,ELECTRONIC REGISTRATION SYSTEMS INC,16415 GARDEN PATH CT,HOUSTON,TX,77059-5567,16415 GARDEN PATH CT,HOUSTON,TX,77059,Release,REL,2026-05-29,RP-2026-212188,,80,LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
U,S BANK TRUST NATIONAL ASSOCIATION,323 5TH ST,EUREKA,CA,95501-0305,231 GRUSS DR,HOUSTON,TX,77060,Release,REL,2026-05-29,RP-2026-212163,,80,LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
SELENE,FINANCE LP,9430 CARMALEE STREET,HOUSTON,TX,77075-5035,9430 CARMALEE ST,HOUSTON,TX,77075,Release,REL,2026-05-29,RP-2026-212139,,80,LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
PHH,MORTGAGE CORPORATION,7727 LOG HOLLOW DR,HOUSTON,TX,77040-1729,7727 LOG HOLLOW DR,HOUSTON,TX,77040,Release,REL,2026-05-29,RP-2026-212122,,80,LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
MORTGAGE,ELECTRONIC REGISTRATION SYSTEMS INC,8526 FILLMORE ST,HOUSTON,TX,77029-3948,8526 FILLMORE ST,HOUSTON,TX,77029,Release,REL,2026-05-29,RP-2026-212089,,80,LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
BEVERLY,BANK & TRUST COMPANY N A,9355 WILSHIRE BLVD STE 350,BEVERLY HILLS,CA,90210-5438,12301 AMELIA DR,HOUSTON,TX,77045,Release,REL,2026-05-29,RP-2026-212026,,80,LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
BEVERLY,BANK & TRUST COMPANY N A,16835 BLEND STONE,HOUSTON,TX,77084-1247,1801 SCHWEIKHARDT ST,HOUSTON,TX,77020,Release,REL,2026-05-29,RP-2026-212025,,80,LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
BEVERLY,BANK & TRUST COMPANY N A,9355 WILSHIRE BLVD STE 350,BEVERLY HILLS,CA,90210-5438,12214 AQUEDUCT RD,HOUSTON,TX,77044,Release,REL,2026-05-29,RP-2026-212023,,80,LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
PH,LAND HOLDINGS LLC,4420 CYPRESS CREEK PKWY STE 224,HOUSTON,TX,77068-3411,0 KATY HOCKLEY RD,KATY,TX,77493,Release,REL,2026-05-29,RP-2026-211997,,80,LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
ZIONS,BANCORPORATION N A,15122 TURKEY CREEK DR,HOUSTON,TX,77079-4413,15122 TURKEY CREEK DR,HOUSTON,TX,77079,Release,REL,2026-05-29,RP-2026-211962,,80,LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
ZIONS,BANCORPORATION N A,24622 W KINGSCREST CIR,SPRING,TX,77389-4926,24622 W KINGSCREST CIR,SPRING,TX,77389,Release,REL,2026-05-29,RP-2026-211954,,80,LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
SUN,WEST MORTGAGE COMPANY INC,19234 GOLDEN WAVE DR,KATY,TX,77449-2256,19234 GOLDEN WAVE DR,KATY,TX,77449,Release,REL,2026-05-29,RP-2026-211952,,80,LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
ZIONS,BANCORPORATION N A,14607 FOREST LODGE DR,HOUSTON,TX,77070-2240,14607 FOREST LODGE DR,HOUSTON,TX,77070,Release,REL,2026-05-29,RP-2026-211948,,80,LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
ZIONS,BANCORPORATION N A,4310 SILVERWOOD DR,HOUSTON,TX,77035-3634,4310 SILVERWOOD DR,HOUSTON,TX,77035,Release,REL,2026-05-29,RP-2026-211947,,80,LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
MORTGAGE,ELECTRONIC REGISTRATION SYSTEMS INC,16735 TOWNES RD,FRIENDSWOOD,TX,77546-4113,16735 TOWNES RD,FRIENDSWOOD,TX,77546,Release,REL,2026-05-29,RP-2026-211943,,80,LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
SCF,JAKE LP,30 N GOULD ST STE R,RUSSELLVILLE,AR,72801-,614 NEST LN,HOUSTON,TX,77022,Release,REL,2026-05-29,RP-2026-211939,,80,LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
MORTGAGE,ELECTRONIC REGISTRATION SYSTEMS INC,22910 ACORN VALLEY DR,SPRING,TX,77389-4101,22910 ACORN VALLEY DR,SPRING,TX,77389,Release,REL,2026-05-29,RP-2026-211926,,80,LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
MORTGAGE,ELECTRONIC REGISTRATION SYSTEMS INC,16407 HEIDEN CIR,SPRING,TX,77379-7002,16407 HEIDEN CIR,SPRING,TX,77379,Release,REL,2026-05-29,RP-2026-211925,,80,LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
TOORAK,CAPITAL PARTNERS LLC,9501 TOWN PARK DR,HOUSTON,TX,77036-2405,117 E 32ND ST,HOUSTON,TX,77018,Release,REL,2026-05-29,RP-2026-211874,,80,LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
MORTGAGE,ELECTRONIC REGISTRATION SYSTEMS INC,2117 BANKS,HOUSTON,TX,77098-5303,2117 BANKS ST,HOUSTON,TX,77098,Release,REL,2026-05-29,RP-2026-211873,,80,LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
U,S BANK NATIONAL ASSOCIATION,14934 WILDERNESS CLIFF CT,HOUSTON,TX,77062-2926,14934 WILDERNESS CLIFF CT,HOUSTON,TX,77062,Release,REL,2026-05-29,RP-2026-211860,,80,LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
MORTGAGE,ELECTRONIC REGISTRATION SYSTEMS INC,5100 SAN FELIPE ST UNIT 53E,HOUSTON,TX,77056-3678,5100 SAN FELIPE ST 53,HOUSTON,TX,77056,Release,REL,2026-05-29,RP-2026-211851,,80,LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
MORTGAGE,ELECTRONIC REGISTRATION SYSTEMS INC,21643 HEATHER ELM DR,CYPRESS,TX,77433-5471,21643 HEATHER ELM DR,CYPRESS,TX,77433,Release,REL,2026-05-29,RP-2026-211848,,80,LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
MORTGAGE,ELECTRONIC REGISTRATION SYSTEMS INC,4708 MERCANTILE DR,FORT WORTH,TX,76137-3605,6630 WINDING TRACE DR,HOUSTON,TX,77086,Release,REL,2026-05-29,RP-2026-211820,,80,LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
MORTGAGE,ELECTRONIC REGISTRATION SYSTEMS INC,15119 COLORADO BEND PARK DR,CYPRESS,TX,77433-7028,15119 COLORADO BEND PARK DR,CYPRESS,TX,77433,Release,REL,2026-05-29,RP-2026-211803,,80,LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
TEJAS,FLIPCO FINANCIAL LLC,24007 LANDING WAY DR,SPRING,TX,77373-6378,24007 LANDING WAY DR,SPRING,TX,77373,Release,REL,2026-05-29,RP-2026-211796,,80,LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
VILLAGE,CAPITAL & INVESTMENT LLC,13202 PLUM VALE CT,HOUSTON,TX,77065-3231,13202 PLUM VALE CT,HOUSTON,TX,77065,Release,REL,2026-05-29,RP-2026-211756,,80,LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
PARSINO,REALTY INVESTMENT LLC,9251 MESA RD,HOUSTON,TX,77028-1657,0 HADDICK ST,HOUSTON,TX,77028,Release,REL,2026-05-29,RP-2026-211753,,80,LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
THE,BANK OF NEW YORK MELLON TRUST COMPANY NA,942 BUOY RD,HOUSTON,TX,77062-5113,942 BUOY RD,HOUSTON,TX,77062,Release,REL,2026-05-29,RP-2026-211751,,80,LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
TEJAS,FLIPCO FINANCIAL LLC,12508 STONEY CREEK DR,PEARLAND,TX,77584-9487,9928 LANEWELL,HOUSTON,TX,77029,Release,REL,2026-05-29,RP-2026-211725,,80,LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
MORTGAGE,ELECTRONIC REGISTRATION SYSTEMS INC,9914 GREENWICH ST,HOUSTON,TX,77078-1739,9914 GREENWICH ST,HOUSTON,TX,77078,Release,REL,2026-05-29,RP-2026-211666,,80,LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
FRESH,START HOME SERVICES LLC,4114 W VICKERY BLVD,FORT WORTH,TX,76107-6423,4417 ANTHA ST,HOUSTON,TX,77093,Release,REL,2026-05-29,RP-2026-211643,,80,LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
MORTGAGE,ELECTRONIC REGISTRATION SYSTEMS INC,5913 HIGHLAND ROCK LN,HOUSTON,TX,77091-0904,5913 HIGHLAND ROCK LN,HOUSTON,TX,77091,Release,REL,2026-05-29,RP-2026-211609,,80,LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
AIR,CONDITIONING SERVICES INC,17997 SHAW RD,CYPRESS,TX,77429-7006,17997 SHAW RD,CYPRESS,TX,77429,Release,REL,2026-05-29,RP-2026-211592,,80,LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
MORTGAGE,SOLUTIONS OF COLORADO LLC,3403 TIDEWATER DR,HOUSTON,TX,77045-4529,3403 TIDEWATER DR,HOUSTON,TX,77045,Release,REL,2026-05-29,RP-2026-211591,,80,LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
MORTGAGE,ELECTRONIC REGISTRATION SYSTEMS INC,1700 BUTTERCUP LN,KINGWOOD,TX,77339-3202,6018 WINSTEAD LN,HUMBLE,TX,77396,Release,REL,2026-05-29,RP-2026-211510,,80,LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
WEST,BELLFORT PROPERTY ASSOCIATION,546 HAHLO ST,HOUSTON,TX,77020-4816,546 HAHLO ST,HOUSTON,TX,77020,Release,REL,2026-05-29,RP-2026-211509,,80,LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
PARK,AT POST OAK PROPERTY OWNERS ASSOCIATION,22 STALYNN LN,HOUSTON,TX,77027-9600,22 STALYNN LN,HOUSTON,TX,77027,Release,REL,2026-05-29,RP-2026-211508,,80,LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
SPRING,EQ LLC,2407 DRYDEN RD,HOUSTON,TX,77030-1001,2407 DRYDEN RD,HOUSTON,TX,77030,Release,REL,2026-05-29,RP-2026-211504,,80,LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
CARRINGTON,MORTGAGE SERVICES LLC,9430 CADDO RD,HOUSTON,TX,77078-2514,9430 CADDO RD,HOUSTON,TX,77078,Release,REL,2026-05-29,RP-2026-211469,,80,LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
DUBON,SENDY MIGDANIA ALTAMIRANO,,,TX,,,,TX,,Lis Pendens,L/P,2026-05-29,RP-2026-212090,,75,Lis pendens; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVWH1cmAzwvQAYlg0c3OONADW7l4Gzuyf5qQj73h5D5E6HzJ61a78kAIlE0vL9DkdRAL5IoSV6CecUylg3IjYN0ISJCk5O/7aPndY791nqJIKXuBLsKSCvNfbNuzL9nhxpg==
MUHAMMAD-TOURE,MARCUS,,,TX,,,,TX,,Lis Pendens,L/P,2026-05-29,RP-2026-210960,,75,Lis pendens; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVdKTUn7cAVPnTo2Mtpi/yzzBuX0TAkIythQxT58X+EjVTWbaUGw/BFsWQ3/HZaEHYsZx/ace2CbhEWQNTRoT2gtGpElGPYEj0HNkkR838YT8RqyrXY68BhmCH37EGGQ7gQ==
WILKINS,NANCY,,,TX,,,,TX,,Notice of Foreclosure / Trustee Sale,NOTICE,2026-06-01,RP-2026-213186,,75,Pre-foreclosure; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVejx4NVSu17bMU/Ej+gkVc7bAM16G5TPT1utF/mlx7VA1DfVrc3rl6LyJ2qUqkgkQ8jGSJ/X8GrXFrD1HUTaSfmqi/2EXSEqzal5LB4FWNd7MQDYmzZVgdWdNCyvO2KXmw==
WILKINS,NANCY,,,TX,,,,TX,,Notice of Foreclosure / Trustee Sale,NOTICE,2026-06-01,RP-2026-213185,,75,Pre-foreclosure; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVZdCyph9Rqs2iwBJYvPCF/f+kOOiP6xoVsoR/2ojKSK3D7ZhEHC5FAGG1xBE7XcNLVwLQfuaeyXAxtXUiVjffuzpN/ScBItEqsiBqrxj70VSb8QTaHEa4Jt7dfM7h+0Cbg==
OKEKE,NKEIRU NONYELUM,,,TX,,,,TX,,Notice of Foreclosure / Trustee Sale,NOTICE,2026-06-01,RP-2026-212979,,75,Pre-foreclosure; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVdbieg7tiYrKXPLVdtJgDi2Zh144AemGQcbGgfhvtc8pwvluevw5qTETgj1H6BucR3oNAUd/C4ltvson7Kn381Bj2WZKTT0WVKU5RRXBBaV+4LdLOSpe/P5eVJIW4z9HbA==
TURCIO,STEPHANIE,,,TX,,,,TX,,Notice of Foreclosure / Trustee Sale,NOTICE,2026-06-01,RP-2026-212779,,75,Pre-foreclosure; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVRthBPtLNijFEUaP51XJ0Kxnir7hkn2eKW6yREKqxaTburLU6MVFJPU1sxwogNn2a6MfCpCdoUiCgwGfEZsEOm2ooAAAC8W+BzYWoe2HPHHhQfYkxpMk6Xzn6Wpz4rhTIw==
JEANMINETTE,LIANA,,,TX,,,,TX,,Notice of Foreclosure / Trustee Sale,NOTICE,2026-06-01,RP-2026-212767,,75,Pre-foreclosure; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVQMKWF2acyc1frv4BMPXoPwK80Ui2Lk0CcIrFyO8VCWvSgwnGwEWHWV3wtyTGCNJ4r0VFF+nMdnpB0rtljoZMO1N7Ibn+ECYjXu9/szvO+86u8lF3zaMAhj+Jxmh1smpmw==
GLASS,GINNY,,,TX,,,,TX,,Notice of Foreclosure / Trustee Sale,NOTICE,2026-06-01,RP-2026-212749,,75,Pre-foreclosure; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVfw8zfLaCEk6PVrWXWfUfuaRfmo39hVWi1yk3XbJLU38oZ6sHhR71xbxfqbrDYy1xmT2k1Gb2q/LrICOiBO9pz8yZqNfg7rQ3xtuk9wFPTuUgk82P1v3LU8bjwS8RKtDzA==
MECHULO,MESELECHE M,,,TX,,,,TX,,Notice of Foreclosure / Trustee Sale,NOTICE,2026-06-01,RP-2026-212722,,75,Pre-foreclosure; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVS8IQbUl9Yi58kgaSpXHsk+Ytiw2TQ28sNngFcRwHh8MJVNDcYd1tHlujo+vSgBqjO2YPHgE0H6f2tWuY5M5iV+dEDyvttHqZFB7saNophTH8SoEoEv0jCYodSs4d3ijnw==
ONEAL,LAVONNE RACHELLE BRUNT,,,TX,,,,TX,,Notice of Foreclosure / Trustee Sale,NOTICE,2026-06-01,RP-2026-212715,,75,Pre-foreclosure; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVWGllb2nnuU1lNcAp2Wn1Jpt5Ed0VXZ5MhV8xhTQ6nZibIGjcJqwjXLNbfSi3T/Y9kFVuFIR2g4nh0Y4Pv+aQclGcG9YuwyD18t5XMpogMaSabBAfzJHYJCLFmrNE6VCaw==
UDOFIA,JOSEPH OFONIME,,,TX,,,,TX,,Notice of Foreclosure / Trustee Sale,NOTICE,2026-06-01,RP-2026-212666,,75,Pre-foreclosure; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVf6Hja6Ws/pQf8jcGeE5DzmcdCnHRk60rmZ+HFfjM145AXsNj5g7Yd3UdNjh6+4hQXJkehEtqX+/DZcBU0Hz8OGp4m8uw60NhvE3xam9/uMqHc22juRcsbSdcpowKHuGkQ==
ZAVALA,SUSANNA,,,TX,,,,TX,,Notice of Foreclosure / Trustee Sale,NOTICE,2026-06-01,RP-2026-212580,,75,Pre-foreclosure; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVcoR8+QECraaJQm0H/aYyXWVA0/EyAxReHulD0KDsB9St8r2pFfsxeCbym7fHacwqnu84Pymrt/qDwdJb9b6ZjuCfpsEKiQZ+6aoxrgdvvjx4A65tX4iaspHCYLd3Fti0w==
PORTER,LEE B II,,,TX,,,,TX,,Notice of Foreclosure / Trustee Sale,NOTICE,2026-05-29,RP-2026-212460,,75,Pre-foreclosure; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVe0MmCSBx2BCQ/AwdUHqUxhLvH/qPoEH6H1VJVtUqBZllRDwA++gN7qoOdj8Dv1gWbojcm6JjME7aGkqWaU8xILo67XyT3bBHf2RKMlTbdEYEU1hh50CL354nULWMo5/pw==
TIGNER,RONALD,,,TX,,,,TX,,Notice of Foreclosure / Trustee Sale,NOTICE,2026-05-29,RP-2026-212285,,75,Pre-foreclosure; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVbwxy2veY5NoCDemlD6uhJbvR6h9Kc6vwb4cx3FZJPtOTXSgOkrbc4fpU/skcsQbNDC7AALkaqg6cetvSNYcU3+MykE+6llPjrLqlzos0T9jFPcKYRKMSKRpvZA1lPtG7g==
VILLANUEVA,ROLANDO TORRES,,,TX,,,,TX,,Notice of Foreclosure / Trustee Sale,NOTICE,2026-05-29,RP-2026-212225,,75,Pre-foreclosure; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVb7R+efOu2KoSlZ5ttTAlT5Q5qSozbJ95Qo2QMKyUC/PFOYel/di5YhJF7NDwgFBuwvdmBqw6IC1dMgqhnnX3FUbCjLHfKsoHmoiK0D8tXi3cYy5Lwf3zxG6v6hKqv6PyA==
RODRIGUEZ,THAIRY C,,,TX,,,,TX,,Notice of Foreclosure / Trustee Sale,NOTICE,2026-05-29,RP-2026-212057,,75,Pre-foreclosure; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVWxOdiFCB8FS27hHU6LOTcbAnV+JHjXd2Y39qxysUuPSXa5OI6NUhm1+8MaOtX8IgBDIWfB7IMhQAT7nQ6qIW0BqFiN6HNuORTqq9GPci9kJzD1RtIecxM99M28dbgUAxA==
CARROLL,MELANIE,,,TX,,,,TX,,Notice of Foreclosure / Trustee Sale,NOTICE,2026-05-29,RP-2026-211831,,75,Pre-foreclosure; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVe7mi3BQD/vbHoXsmjqIIol8GWj0JyPfaxUY8OqibQsexTGZr5l7g6DLl3KfYhffE+BdBhsj9+s0aWboSre/opFciGE4lLmJxcTqDiPUpftf7xEPgENniZ4+HrCHwsYKtw==
LEGGETT,MARIA M,,,TX,,,,TX,,Notice of Foreclosure / Trustee Sale,NOTICE,2026-05-29,RP-2026-211693,,75,Pre-foreclosure; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVc0Rn4dOzbz35ZcAkiuneXjn8LrouwteD6SRDVooSzRSR2xDUGbvHGyMmLPIJUt2d69qbJ8zJ7tptNvFYUujkhWgSaKZPrBJi2rAV1ULl8tOAIdJETwmt/5NnBz8V65CyQ==
FOWELL,JASON,,,TX,,,,TX,,Trustee Sale,TRSALE,2026-05-28,RP-2026-209007,,75,Pre-foreclosure; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVYxRgHyVO91UKR0pW0w7basvoz7zBcLrSa9UC7AjqnmMNXO2MLvNxOsS6R7X74BmgfdbY4r6dO0ffb9ckEwn6KwTJaiD9hhkfx3gTPC8Q0t8HGlw/LPf3eCnfAReAkIVrA==
SPECIALIZED,LOAN SERVICING LLC,,,TX,,,,TX,,Release,REL,2026-06-01,RP-2026-213062,,75,LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
SPECIALIZED,LOAN SERVICING LLC,,,TX,,,,TX,,Release,REL,2026-06-01,RP-2026-213061,,75,LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
SOUTHWEST,FUNDING LP,,,TX,,,,TX,,Release,REL,2026-06-01,RP-2026-213036,,75,LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
SPECIALIZED,LOAN SERVICING LLC,,,TX,,,,TX,,Release,REL,2026-06-01,RP-2026-212900,,75,LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
CARUTH,BROTHERS LLC,,,TX,,,,TX,,Release,REL,2026-05-29,RP-2026-212354,,75,LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
HOME123,CORPORATION,,,TX,,,,TX,,Release,REL,2026-05-29,RP-2026-212351,,75,LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
TK,ELEVATOR CORPORATION,,,TX,,,,TX,,Release,REL,2026-05-29,RP-2026-212316,,75,LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
BEVERLY,BANK & TRUST COMPANY N A,,,TX,,,,TX,,Release,REL,2026-05-29,RP-2026-212031,,75,LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
T,E A M SOLUTIONS LLC,,,TX,,,,TX,,Release,REL,2026-05-29,RP-2026-211981,,75,LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
PARAMOUNT,EQUITY MORTGAGE LLC,,,TX,,,,TX,,Release,REL,2026-05-29,RP-2026-211521,,75,LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
WHITE,OAK LANDING SECTION III HOMEOWNERS ASSOCIATION INC,2002 W GRAND PKWY N STE 100,KATY,TX,77449-1964,0 TYRON DR,HOUSTON,TX,77065,Lien,LIEN,2026-05-29,RP-2026-211408,,70,Mechanic lien; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
TRESTON,SECURITY SERVICES INC,PO BOX 1386,HOUSTON,TX,77251-1386,0 COMMERCE ST,HOUSTON,TX,77002,Lien,LIEN,2026-05-29,RP-2026-210913,,70,Mechanic lien; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
W,MEADOWS HOMEOWNERS ASSOCIATION INC,17319 SAN PEDRO AVE STE 318,SAN ANTONIO,TX,78232-1443,1701 INTERSTATE 10 HWY,BAYTOWN,TX,77521,Lien,LIEN,2026-05-28,RP-2026-210089,,70,Mechanic lien; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
SPENCER,LANDING HOMEOWNER'S ASSOCIATION INC,17319 SAN PEDRO AVE STE 318,SAN ANTONIO,TX,78232-1443,0 SPENCER LNDG S,LA PORTE,TX,77571,Lien,LIEN,2026-05-28,RP-2026-210061,,70,Mechanic lien; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
SPENCER,LANDING HOMEOWNERS ASSOCIATION INC,17319 SAN PEDRO AVE STE 318,SAN ANTONIO,TX,78232-1443,0 SPENCER LNDG S,LA PORTE,TX,77571,Lien,LIEN,2026-05-28,RP-2026-210028,,70,Mechanic lien; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.net/applications/websearch/RP.aspx
